,number,prime_factors,mean,deviation,one_over_slope,primes_before_largest,largest_prime_factor,div_family,color_bucket
33,50,"[ 2, 5, 5 ]",4.0,1.3333333333333333,37.50000000000000208166817117,"[ 2, 5 ]",5,10.0,1
34,51,"[ 3, 17 ]",10.0,7.0,7.285714285714285714285714286,[ 3 ],17,3.0,3
35,52,"[ 2, 2, 13 ]",5.666666666666667,4.888888888888889,10.63636363636363550481921401,"[ 2, 2 ]",13,4.0,2
36,54,"[ 2, 3, 3, 3 ]",2.75,0.375,144,"[ 2, 3, 3 ]",3,18.0,0
37,55,"[ 5, 11 ]",8.0,3.0,18.33333333333333333333333333,[ 5 ],11,5.0,2
38,56,"[ 2, 2, 2, 7 ]",3.25,1.875,29.86666666666666666666666667,"[ 2, 2, 2 ]",7,8.0,1
39,57,"[ 3, 19 ]",11.0,8.0,7.125,[ 3 ],19,3.0,3
40,58,"[ 2, 29 ]",15.5,13.5,4.296296296296296296296296296,[ 2 ],29,2.0,3
41,60,"[ 2, 2, 3, 5 ]",3.0,1.0,60,"[ 2, 2, 3 ]",5,12.0,1
42,62,"[ 2, 31 ]",16.5,14.5,4.275862068965517241379310345,[ 2 ],31,2.0,3
43,63,"[ 3, 3, 7 ]",4.333333333333333,1.7777777777777777,35.43750000000000196717642176,"[ 3, 3 ]",7,9.0,1
44,64,"[ 2, 2, 2, 2, 2, 2 ]",2.0,0.0,0,"[ 2, 2, 2, 2, 2 ]",2,32.0,0
45,65,"[ 5, 13 ]",9.0,4.0,16.25,[ 5 ],13,5.0,2
46,66,"[ 2, 3, 11 ]",5.333333333333333,3.7777777777777772,17.47058823529412015716167574,"[ 2, 3 ]",11,6.0,2
47,68,"[ 2, 2, 17 ]",7.0,6.666666666666667,10.19999999999999954702900595,"[ 2, 2 ]",17,4.0,3
48,69,"[ 3, 23 ]",13.0,10.0,6.9,[ 3 ],23,3.0,3
49,70,"[ 2, 5, 7 ]",4.666666666666667,1.7777777777777777,39.37500000000000218575157973,"[ 2, 5 ]",7,10.0,1
50,72,"[ 2, 2, 2, 3, 3 ]",2.4,0.48,150.0000000000000055511151231,"[ 2, 2, 2, 3 ]",3,24.0,0
51,74,"[ 2, 37 ]",19.5,17.5,4.228571428571428571428571429,[ 2 ],37,2.0,3
52,75,"[ 3, 5, 5 ]",4.333333333333333,0.888888888888889,84.37499999999999414530826858,"[ 3, 5 ]",5,15.0,1
53,76,"[ 2, 2, 19 ]",7.666666666666667,7.5555555555555545,10.05882352941176615109308603,"[ 2, 2 ]",19,4.0,3
54,77,"[ 7, 11 ]",9.0,2.0,38.5,[ 7 ],11,7.0,1
55,78,"[ 2, 3, 13 ]",6.0,4.666666666666667,16.71428571428571322533800913,"[ 2, 3 ]",13,6.0,2
56,80,"[ 2, 2, 2, 2, 5 ]",2.6,0.9600000000000002,83.33333333333331714258089088,"[ 2, 2, 2, 2 ]",5,16.0,1
57,81,"[ 3, 3, 3, 3 ]",3.0,0.0,0,"[ 3, 3, 3 ]",3,27.0,0
58,82,"[ 2, 41 ]",21.5,19.5,4.205128205128205128205128205,[ 2 ],41,2.0,3
59,84,"[ 2, 2, 3, 7 ]",3.5,1.75,48,"[ 2, 2, 3 ]",7,12.0,1
60,85,"[ 5, 17 ]",11.0,6.0,14.16666666666666666666666667,[ 5 ],17,5.0,2
61,86,"[ 2, 43 ]",22.5,20.5,4.195121951219512195121951220,[ 2 ],43,2.0,3
62,87,"[ 3, 29 ]",16.0,13.0,6.692307692307692307692307692,[ 3 ],29,3.0,3
63,88,"[ 2, 2, 2, 11 ]",4.25,3.375,26.07407407407407407407407407,"[ 2, 2, 2 ]",11,8.0,2
64,90,"[ 2, 3, 3, 5 ]",3.25,0.875,102.8571428571428571428571429,"[ 2, 3, 3 ]",5,18.0,1
65,91,"[ 7, 13 ]",10.0,3.0,30.33333333333333333333333333,[ 7 ],13,7.0,2
66,92,"[ 2, 2, 23 ]",9.0,9.333333333333334,9.857142857142856517507031027,"[ 2, 2 ]",23,4.0,3
67,93,"[ 3, 31 ]",17.0,14.0,6.642857142857142857142857143,[ 3 ],31,3.0,3
68,94,"[ 2, 47 ]",24.5,22.5,4.177777777777777777777777778,[ 2 ],47,2.0,4
69,95,"[ 5, 19 ]",12.0,7.0,13.57142857142857142857142857,[ 5 ],19,5.0,3
70,96,"[ 2, 2, 2, 2, 2, 3 ]",2.1666666666666665,0.2777777777777777,345.6000000000001227817847393,"[ 2, 2, 2, 2, 2 ]",3,32.0,0
71,98,"[ 2, 7, 7 ]",5.333333333333333,2.2222222222222223,44.09999999999999804156658456,"[ 2, 7 ]",7,14.0,1
72,99,"[ 3, 3, 11 ]",5.666666666666667,3.555555555555556,27.84374999999999806795172863,"[ 3, 3 ]",11,9.0,2
73,100,"[ 2, 2, 5, 5 ]",3.5,1.5,66.66666666666666666666666667,"[ 2, 2, 5 ]",5,20.0,1
