,number,prime_factors,mean,deviation,one_over_slope,primes_before_largest,largest_prime_factor,div_family,color_bucket
30,45,"[ 3, 3, 5 ]",3.6666666666666665,0.8888888888888888,50.625,"[ 3, 3 ]",5,9.0,5
31,46,"[ 2, 23 ]",12.5,10.5,4.380952380952381,[ 2 ],23,2.0,1
32,48,"[ 2, 2, 2, 2, 3 ]",2.2,0.3200000000000001,149.99999999999994,"[ 2, 2, 2, 2 ]",3,16.0,5
33,49,"[ 7, 7 ]",7.0,0.0,0.0,[ 7 ],7,7.0,0
34,50,"[ 2, 5, 5 ]",4.0,1.3333333333333333,37.5,"[ 2, 5 ]",5,10.0,5
35,51,"[ 3, 17 ]",10.0,7.0,7.285714285714286,[ 3 ],17,3.0,3
36,52,"[ 2, 2, 13 ]",5.666666666666667,4.888888888888889,10.636363636363635,"[ 2, 2 ]",13,4.0,3
37,54,"[ 2, 3, 3, 3 ]",2.75,0.375,144.0,"[ 2, 3, 3 ]",3,18.0,5
38,55,"[ 5, 11 ]",8.0,3.0,18.333333333333332,[ 5 ],11,5.0,4
39,56,"[ 2, 2, 2, 7 ]",3.25,1.875,29.866666666666667,"[ 2, 2, 2 ]",7,8.0,5
40,57,"[ 3, 19 ]",11.0,8.0,7.125,[ 3 ],19,3.0,3
41,58,"[ 2, 29 ]",15.5,13.5,4.296296296296297,[ 2 ],29,2.0,1
42,60,"[ 2, 2, 3, 5 ]",3.0,1.0,60.0,"[ 2, 2, 3 ]",5,12.0,5
43,62,"[ 2, 31 ]",16.5,14.5,4.275862068965517,[ 2 ],31,2.0,1
44,63,"[ 3, 3, 7 ]",4.333333333333333,1.7777777777777777,35.4375,"[ 3, 3 ]",7,9.0,5
45,64,"[ 2, 2, 2, 2, 2, 2 ]",2.0,0.0,0.0,"[ 2, 2, 2, 2, 2 ]",2,32.0,0
46,65,"[ 5, 13 ]",9.0,4.0,16.25,[ 5 ],13,5.0,4
47,66,"[ 2, 3, 11 ]",5.333333333333333,3.7777777777777772,17.47058823529412,"[ 2, 3 ]",11,6.0,4
48,68,"[ 2, 2, 17 ]",7.0,6.666666666666667,10.2,"[ 2, 2 ]",17,4.0,3
49,69,"[ 3, 23 ]",13.0,10.0,6.9,[ 3 ],23,3.0,3
50,70,"[ 2, 5, 7 ]",4.666666666666667,1.7777777777777777,39.375,"[ 2, 5 ]",7,10.0,5
51,72,"[ 2, 2, 2, 3, 3 ]",2.4,0.48,150.0,"[ 2, 2, 2, 3 ]",3,24.0,5
52,74,"[ 2, 37 ]",19.5,17.5,4.228571428571429,[ 2 ],37,2.0,1
53,75,"[ 3, 5, 5 ]",4.333333333333333,0.888888888888889,84.375,"[ 3, 5 ]",5,15.0,5
54,76,"[ 2, 2, 19 ]",7.666666666666667,7.5555555555555545,10.058823529411766,"[ 2, 2 ]",19,4.0,3
55,77,"[ 7, 11 ]",9.0,2.0,38.5,[ 7 ],11,7.0,5
56,78,"[ 2, 3, 13 ]",6.0,4.666666666666667,16.71428571428571,"[ 2, 3 ]",13,6.0,4
57,80,"[ 2, 2, 2, 2, 5 ]",2.6,0.9600000000000002,83.33333333333331,"[ 2, 2, 2, 2 ]",5,16.0,5
58,81,"[ 3, 3, 3, 3 ]",3.0,0.0,0.0,"[ 3, 3, 3 ]",3,27.0,0
59,82,"[ 2, 41 ]",21.5,19.5,4.205128205128205,[ 2 ],41,2.0,1
60,84,"[ 2, 2, 3, 7 ]",3.5,1.75,48.0,"[ 2, 2, 3 ]",7,12.0,5
61,85,"[ 5, 17 ]",11.0,6.0,14.166666666666666,[ 5 ],17,5.0,4
62,86,"[ 2, 43 ]",22.5,20.5,4.195121951219512,[ 2 ],43,2.0,1
63,87,"[ 3, 29 ]",16.0,13.0,6.6923076923076925,[ 3 ],29,3.0,3
64,88,"[ 2, 2, 2, 11 ]",4.25,3.375,26.074074074074073,"[ 2, 2, 2 ]",11,8.0,4
65,90,"[ 2, 3, 3, 5 ]",3.25,0.875,102.85714285714286,"[ 2, 3, 3 ]",5,18.0,5
66,91,"[ 7, 13 ]",10.0,3.0,30.333333333333332,[ 7 ],13,7.0,5
67,92,"[ 2, 2, 23 ]",9.0,9.333333333333334,9.857142857142856,"[ 2, 2 ]",23,4.0,3
68,93,"[ 3, 31 ]",17.0,14.0,6.642857142857143,[ 3 ],31,3.0,3
69,94,"[ 2, 47 ]",24.5,22.5,4.177777777777778,[ 2 ],47,2.0,1
70,95,"[ 5, 19 ]",12.0,7.0,13.571428571428571,[ 5 ],19,5.0,4
71,96,"[ 2, 2, 2, 2, 2, 3 ]",2.1666666666666665,0.2777777777777777,345.60000000000014,"[ 2, 2, 2, 2, 2 ]",3,32.0,5
72,98,"[ 2, 7, 7 ]",5.333333333333333,2.2222222222222223,44.1,"[ 2, 7 ]",7,14.0,5
73,99,"[ 3, 3, 11 ]",5.666666666666667,3.555555555555556,27.843749999999996,"[ 3, 3 ]",11,9.0,4
74,100,"[ 2, 2, 5, 5 ]",3.5,1.5,66.66666666666667,"[ 2, 2, 5 ]",5,20.0,5
